flightNo,airline,departureTime,arrivalTime,firstCount,busCount,econCount,windowCount,aisleCount,totalSeats, SourceAirport, DestAirport
837,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALB', 'APN'
872,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABY', 'CAK'
873,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'CAK', 'ABY'
908,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'MMI', 'ABR'
909,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ABR', 'MMI'
956,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ADK', 'AQY'
957,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AQY', 'ADK'
994,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABY', 'AXB'
995,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AXB', 'ABY'
1038,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'EDF', 'ARX'
1039,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARX', 'EDF'
1050,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'RFK', 'CVO'
1051,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'CVO', 'RFK'
1086,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'EDF', 'AFO'
1087,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AFO', 'EDF'
1096,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ANP', 'NAB'
1097,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'NAB', 'ANP'
1138,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'DYS', 'AAF'
1139,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AAF', 'DYS'
1182,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AKI', 'ARC'
1183,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ARC', 'AKI'
1232,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'NDV', 'AKI'
1233,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AKI', 'NDV'
1278,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANB', 'ANP'
1279,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANP', 'ANB'
1280,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATO', 'AET'
1281,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AET', 'ATO'
1308,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ADG', 'ALS'
1309,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALS', 'ADG'
1346,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AND', 'ESF'
1347,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ESF', 'AND'
1348,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANI', 'AHF'
1349,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AHF', 'ANI'
1376,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'WKK', 'ASE'
1377,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ASE', 'WKK'
1418,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AEL', 'ATS'
1419,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATS', 'AEL'
1420,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALM', 'ANV'
1421,8,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANV', 'ALM'
1468,8,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AID', 'JLH'
1469,8,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'JLH', 'AID'
1490,8,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANB', 'JLH'
1491,8,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'JLH', 'ANB'
1534,8,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AMN', 'CAK'
1535,8,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'CAK', 'AMN'
12,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ACV', 'ATW'
13,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATW', 'ACV'
62,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AYZ', 'ANI'
63,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANI', 'AYZ'
78,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ASE', 'JLH'
79,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'JLH', 'ASE'
84,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ACV', 'AKI'
85,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKI', 'ACV'
120,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ABI', 'AMA'
121,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AMA', 'ABI'
158,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AKO', 'AQY'
159,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AQY', 'AKO'
178,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'QAW', 'VJI'
179,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'VJI', 'QAW'
224,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ASY', 'AHF'
225,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AHF', 'ASY'
230,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANY', 'ABQ'
231,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABQ', 'ANY'
270,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ARC', 'VJI'
271,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'VJI', 'ARC'
278,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AHH', 'AST'
279,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AST', 'AHH'
312,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AXG', 'ALN'
313,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALN', 'AXG'
342,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ALB', 'ANC'
343,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANC', 'ALB'
384,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ANV', 'ANQ'
385,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANQ', 'ANV'
390,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'DYS', 'AIV'
391,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AIV', 'DYS'
422,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AIA', 'VJI'
423,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'VJI', 'AIA'
468,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'HMN', 'AHD'
469,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AHD', 'HMN'
486,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AET', 'AMA'
487,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AMA', 'AET'
536,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'CAK', 'AMA'
537,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AMA', 'CAK'
580,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ADM', 'ANI'
581,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANI', 'ADM'
616,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'HMN', 'AND'
617,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AND', 'HMN'
622,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AED', 'KKI'
623,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'KKI', 'AED'
628,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANI', 'ADT'
629,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ADT', 'ANI'
634,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AKI', 'ATW'
635,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ATW', 'AKI'
646,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ARX', 'AHF'
647,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AHF', 'ARX'
654,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATS', 'DYS'
655,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'DYS', 'ATS'
680,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABY', 'AGN'
681,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AGN', 'ABY'
692,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AIK', 'CVO'
693,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'CVO', 'AIK'
722,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANP', 'ANB'
723,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANB', 'ANP'
746,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'WKK', 'ESF'
747,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ESF', 'WKK'
748,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ATS', 'RLI'
749,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'RLI', 'ATS'
780,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'JLH', 'ANV'
781,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANV', 'JLH'
828,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ADG', 'HMN'
829,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'HMN', 'ADG'
876,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ALM', 'AIV'
877,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AIV', 'ALM'
882,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADT', 'ALZ'
883,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALZ', 'ADT'
892,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'WKK', 'ANV'
893,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANV', 'WKK'
894,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AAF', 'AHT'
895,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AHT', 'AAF'
942,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABI', 'MMI'
943,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'MMI', 'ABI'
968,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'CAK', 'ALN'
969,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALN', 'CAK'
1006,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AET', 'ANV'
1007,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ANV', 'AET'
1026,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AEL', 'MRI'
1027,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'MRI', 'AEL'
1044,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AQY', 'NGZ'
1045,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'NGZ', 'AQY'
1060,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AST', 'ADK'
1061,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ADK', 'AST'
1090,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'CVO', 'HMN'
1091,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'HMN', 'CVO'
1114,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'LTS', 'ABI'
1115,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABI', 'LTS'
1150,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ASE', 'VJI'
1151,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'VJI', 'ASE'
1188,9,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AHF', 'OTS'
1189,9,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'OTS', 'AHF'
1228,9,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ALN', 'ALZ'
1229,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALZ', 'ALN'
1260,9,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AEX', 'ARC'
1261,9,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ARC', 'AEX'
1286,9,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ALE', 'JLH'
1287,9,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'JLH', 'ALE'
6,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'TDW', 'AXN'
7,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXN', 'TDW'
54,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'KQA', 'AHF'
55,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AHF', 'KQA'
66,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'DYS', 'ADT'
67,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ADT', 'DYS'
98,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'MRI', 'ANA'
99,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANA', 'MRI'
144,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXN', 'RFK'
145,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'RFK', 'AXN'
174,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AED', 'AMA'
175,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AMA', 'AED'
218,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AKO', 'ANN'
219,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANN', 'AKO'
224,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANI', 'AIV'
225,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AIV', 'ANI'
264,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AIA', 'ABI'
265,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ABI', 'AIA'
310,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'QAW', 'ANP'
311,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANP', 'QAW'
336,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARC', 'ADR'
337,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ADR', 'ARC'
352,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AYZ', 'QAW'
353,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'QAW', 'AYZ'
382,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'APG', 'ALE'
383,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ALE', 'APG'
408,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANQ', 'AUK'
409,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AUK', 'ANQ'
430,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ADR', 'CAK'
431,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'CAK', 'ADR'
468,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AAF', 'APV'
469,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'APV', 'AAF'
512,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'CVO', 'ESF'
513,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ESF', 'CVO'
562,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANW', 'ATE'
563,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATE', 'ANW'
600,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ABQ', 'AKI'
601,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AKI', 'ABQ'
602,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AKK', 'ADK'
603,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ADK', 'AKK'
646,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ARB', 'ASE'
647,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ASE', 'ARB'
650,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANQ', 'AEX'
651,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AEX', 'ANQ'
700,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANC', 'AKI'
701,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AKI', 'ANC'
736,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'QAW', 'AMN'
737,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AMN', 'QAW'
784,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'NGZ', 'NAB'
785,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'NAB', 'NGZ'
820,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AHN', 'ACV'
821,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ACV', 'AHN'
826,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AHH', 'ARB'
827,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ARB', 'AHH'
858,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'VJI', 'ALB'
859,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALB', 'VJI'
890,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AYZ', 'AXG'
891,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AXG', 'AYZ'
928,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANB', 'AHD'
929,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AHD', 'ANB'
934,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABI', 'AKP'
935,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AKP', 'ABI'
982,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ANP', 'ATE'
983,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ATE', 'ANP'
1000,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AHN', 'ANN'
1001,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ANN', 'AHN'
1040,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AIB', 'MRI'
1041,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'MRI', 'AIB'
1070,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANN', 'ARC'
1071,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ARC', 'ANN'
1116,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'ANI', 'AFO'
1117,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AFO', 'ANI'
1128,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ABI', 'AMN'
1129,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'AMN', 'ABI'
1136,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABL', 'ABI'
1137,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ABI', 'ABL'
1144,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AKK', 'CAK'
1145,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'CAK', 'AKK'
1172,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'APG', 'AKC'
1173,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AKC', 'APG'
1182,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ATW', 'ALZ'
1183,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ALZ', 'ATW'
1210,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'ANY', 'ALB'
1211,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALB', 'ANY'
1256,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AED', 'ADM'
1257,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ADM', 'AED'
1298,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ATS', 'ALS'
1299,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ALS', 'ATS'
1314,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AIV', 'AHF'
1315,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'AHF', 'AIV'
1330,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ALM', 'NGZ'
1331,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'NGZ', 'ALM'
1356,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'AMA', 'ATW'
1357,10,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'ATW', 'AMA'
1390,10,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ADG', 'ABL'
1391,10,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'ABL', 'ADG'
1426,10,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'JLH', 'ABL'
1427,10,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'ABL', 'JLH'
1476,10,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AIV', 'ALE'
1477,10,2019-12-24 13:00:00,2019-12-24 20:00:00,16,36,129,61,64,181, 'ALE', 'AIV'
14,11,2019-12-26 23:00:00,2019-12-27 06:00:00,16,36,129,61,64,181, 'AGN', 'ANP'
15,11,2019-12-18 07:10:00,2019-12-18 09:10:00,16,36,129,61,64,181, 'ANP', 'AGN'
58,11,2019-12-15 06:45:00,2019-12-15 08:45:00,16,36,129,61,64,181, 'AKK', 'TDW'
59,11,2019-12-15 20:00:00,2019-12-15 22:00:00,16,36,129,61,64,181, 'TDW', 'AKK'
80,11,2019-12-17 20:30:00,2019-12-17 23:30:00,16,36,129,61,64,181, 'AET', 'AXB'
81,11,2019-12-18 00:30:00,2019-12-18 03:30:00,16,36,129,61,64,181, 'AXB', 'AET'
